Date,Product_Category,Product_Price,Quantity,Customer_Age,Customer_Gender,Store_Location,Discount_Applied,Payment_Method,Season,Total_Revenue
2023-01-03 18:00:00,Books,146.54683484449097,2,21,M,North,20,Cash,Summer,234.47493575118557
2023-01-03 19:00:00,Clothing,29.85484505584045,3,46,F,West,0,Debit,Fall,89.56453516752134
2023-01-03 20:00:00,Clothing,28.50077929354968,2,32,F,Center,10,Debit,Winter,51.30140272838943
2023-01-03 21:00:00,Home,40.21914741801835,3,33,F,Center,10,Cash,Fall,108.59169802864955
2023-01-03 22:00:00,Sports,53.419731013986976,3,38,F,North,5,Digital,Summer,152.24623338986288
2023-01-03 23:00:00,Clothing,8.09293757126177,3,41,F,Center,0,Cash,Winter,24.278812713785307
2023-01-04 00:00:00,Electronics,49.53214117419832,4,30,F,West,0,Cash,Spring,198.1285646967933
2023-01-04 01:00:00,Electronics,38.55291033361641,4,44,F,West,0,Cash,Winter,154.21164133446564
2023-01-04 02:00:00,Home,189.7616654460575,1,39,F,South,0,Digital,Summer,189.7616654460575
2023-01-04 03:00:00,Clothing,55.627558569776944,1,26,M,South,10,Credit,Spring,50.06480271279925
2023-01-04 04:00:00,Home,6.249591245241617,2,40,M,South,15,Cash,Summer,10.62430511691075
2023-01-04 05:00:00,Home,4.21807461289319,2,45,F,East,15,Credit,Winter,7.170726841918423
2023-01-04 06:00:00,Home,148.29755283883108,4,32,M,North,5,Credit,Summer,563.5307007875581
2023-01-04 07:00:00,Clothing,11.185726954303071,1,34,M,West,5,Digital,Fall,10.626440606587916
2023-01-04 08:00:00,Clothing,9.323073511494165,2,33,M,Center,10,Debit,Summer,16.781532320689497
2023-01-04 09:00:00,Books,19.467808682908437,4,37,M,East,5,Digital,Spring,73.97767299505206
2023-01-04 10:00:00,Home,17.444845821630434,2,34,M,Center,5,Debit,Spring,33.14520706109782
2023-01-04 11:00:00,Home,96.6537278988412,3,42,M,South,0,Credit,Winter,289.96118369652356
2023-01-04 12:00:00,Home,8.626107967107215,4,47,F,West,20,Digital,Winter,27.603545494743088
2023-01-04 13:00:00,Home,11.80763324339538,4,30,F,Center,15,Digital,Summer,40.14595302754429
2023-01-04 14:00:00,Electronics,40.216558746418386,2,35,M,Center,10,Cash,Summer,72.3898057435531
2023-01-04 15:00:00,Clothing,24.227278986981766,5,52,M,North,0,Debit,Summer,121.13639493490882
2023-01-04 16:00:00,Home,36.28878417626948,2,43,F,South,15,Cash,Summer,61.69093309965812
2023-01-04 17:00:00,Clothing,13.84509763715318,1,54,M,East,0,Debit,Summer,13.84509763715318
2023-01-04 18:00:00,Sports,14.579075587058831,2,43,F,East,0,Digital,Spring,29.158151174117663
2023-01-04 19:00:00,Home,58.995050990613954,3,14,M,West,10,Credit,Winter,159.2866376746577
2023-01-04 20:00:00,Clothing,13.586584283361075,1,21,F,Center,0,Credit,Spring,13.586584283361075
2023-01-04 21:00:00,Books,31.4311852871358,2,44,M,South,20,Credit,Fall,50.289896459417285
2023-01-04 22:00:00,Home,4.724059680857801,5,35,M,West,0,Cash,Fall,23.620298404289002
2023-01-04 23:00:00,Sports,22.00188948928856,3,53,M,Center,10,Credit,Winter,59.40510162107911
2023-01-05 00:00:00,Home,45.72596326661917,3,36,M,South,15,Digital,Summer,116.60120632987886
2023-01-05 01:00:00,Clothing,19.671946145733127,4,53,M,North,5,Debit,Fall,74.75339535378588
2023-01-05 02:00:00,Electronics,25.463791925749675,1,54,M,West,0,Credit,Winter,25.463791925749675
2023-01-05 03:00:00,Electronics,20.139477697327628,4,34,M,West,0,Debit,Spring,80.55791078931051
2023-01-05 04:00:00,Home,39.67329477742452,3,35,M,East,0,Digital,Spring,119.01988433227356
2023-01-05 05:00:00,Electronics,4.422877265897938,3,28,F,Center,0,Debit,Summer,13.268631797693814
2023-01-05 06:00:00,Clothing,59.54344514926884,1,21,M,West,0,Digital,Fall,59.54344514926884
2023-01-05 07:00:00,Clothing,47.40120295682167,4,42,F,West,10,Credit,Spring,170.644330644558
2023-01-05 08:00:00,Electronics,5.91996094479034,5,38,M,South,10,Credit,Fall,26.63982425155653
2023-01-05 09:00:00,Home,7.460301742409788,1,43,F,East,0,Cash,Spring,7.460301742409788
2023-01-05 10:00:00,Clothing,27.288631709852833,5,36,M,Center,0,Debit,Winter,136.44315854926415
2023-01-05 11:00:00,Home,7.00399038747848,2,32,F,South,5,Credit,Winter,13.307581736209112
2023-01-05 12:00:00,Sports,21.238616392107875,2,57,M,North,0,Digital,Fall,42.47723278421575
2023-01-05 13:00:00,Sports,21.955008510708804,2,47,F,Center,0,Credit,Spring,43.91001702141761
2023-01-05 14:00:00,Clothing,40.31670851370754,3,49,M,West,0,Cash,Summer,120.95012554112262
2023-01-05 15:00:00,Sports,1.3004011994835778,1,37,M,Center,0,Debit,Spring,1.3004011994835778
2023-01-05 16:00:00,Sports,34.229124412581434,3,50,M,East,5,Cash,Summer,97.55300457585709
2023-01-05 17:00:00,Home,38.49332170303268,2,52,M,South,0,Cash,Spring,76.98664340606535
2023-01-05 18:00:00,Sports,27.420195156105365,3,17,M,West,5,Debit,Winter,78.14755619490029
2023-01-05 19:00:00,Home,88.80945796394683,2,38,F,Center,0,Debit,Winter,177.61891592789365
2023-01-05 20:00:00,Electronics,62.68670687114589,2,37,M,North,0,Credit,Fall,125.37341374229177
2023-01-05 21:00:00,Sports,26.787609632640905,3,33,F,North,5,Digital,Fall,76.34468745302657
2023-01-05 22:00:00,Sports,11.270623611023106,4,32,F,North,10,Debit,Spring,40.57424499968318
2023-01-05 23:00:00,Sports,31.789724349291408,3,37,M,South,0,Debit,Fall,95.36917304787423
2023-01-06 00:00:00,Sports,8.760216274357385,2,47,M,North,10,Debit,Fall,15.768389293843292
2023-01-06 01:00:00,Electronics,10.893909005366517,3,29,M,Center,10,Debit,Spring,29.413554314489595
2023-01-06 02:00:00,Electronics,5.940344576843188,3,27,F,East,15,Debit,Winter,15.14787867095013
2023-01-06 03:00:00,Clothing,14.085544462571487,3,43,F,East,0,Digital,Spring,42.25663338771446
2023-01-06 04:00:00,Electronics,29.446111335737747,3,33,M,South,10,Debit,Spring,79.50450060649192
2023-01-06 05:00:00,Electronics,10.781148968552808,6,26,M,West,5,Digital,Summer,61.452549120751
2023-01-06 06:00:00,Sports,44.00942976240831,2,37,F,East,0,Debit,Fall,88.01885952481662
2023-01-06 07:00:00,Books,55.6880861624233,1,31,M,West,0,Cash,Summer,55.6880861624233
2023-01-06 08:00:00,Books,25.0500995600353,4,51,M,South,0,Debit,Fall,100.2003982401412
2023-01-06 09:00:00,Electronics,161.40301181265235,2,26,M,Center,5,Cash,Spring,306.66572244403943
2023-01-06 10:00:00,Clothing,43.366890069286924,4,12,F,South,10,Credit,Spring,156.12080424943292
2023-01-06 11:00:00,Electronics,42.883940137396024,5,34,F,South,20,Credit,Winter,171.5357605495841
2023-01-06 12:00:00,Books,8.000594711239268,2,36,F,North,0,Debit,Spring,16.001189422478536
2023-01-06 13:00:00,Sports,25.229606760215663,6,30,M,North,15,Cash,Summer,128.6709944770999
2023-01-06 14:00:00,Sports,34.310649791852605,1,63,M,West,15,Cash,Fall,29.164052323074714
2023-01-06 15:00:00,Clothing,53.08633508715267,5,24,F,North,15,Debit,Winter,225.61692412039883
2023-01-06 16:00:00,Books,24.12988566548599,4,18,M,East,0,Credit,Spring,96.51954266194396
2023-01-06 17:00:00,Home,9.756760085624913,2,36,F,North,15,Digital,Spring,16.586492145562353
2023-01-06 18:00:00,Clothing,25.537000209195533,3,29,F,West,0,Digital,Fall,76.6110006275866
2023-01-06 19:00:00,Sports,5.341021373660808,3,44,F,South,0,Credit,Fall,16.023064120982422
2023-01-06 20:00:00,Home,41.37653575655129,7,50,F,South,15,Credit,Fall,246.1903877514802
2023-01-06 21:00:00,Clothing,5.431616756345549,1,21,M,South,0,Digital,Winter,5.431616756345549
2023-01-06 22:00:00,Clothing,6.3612950078262465,2,16,F,West,10,Credit,Summer,11.450331014087244
2023-01-06 23:00:00,Electronics,60.63640513356616,2,13,M,Center,0,Debit,Winter,121.27281026713231
2023-01-07 00:00:00,Clothing,12.699800200706955,3,45,F,Center,5,Digital,Spring,36.194430572014824
2023-01-07 01:00:00,Home,4.572988774854715,6,47,M,Center,5,Cash,Fall,26.066036016671877
2023-01-07 02:00:00,Clothing,23.08420018065932,3,16,M,North,0,Cash,Summer,69.25260054197796
2023-01-07 03:00:00,Electronics,27.86688482050759,2,26,F,West,10,Cash,Summer,50.16039267691366
2023-01-07 04:00:00,Clothing,20.44157829678043,1,4,F,Center,5,Debit,Fall,19.41949938194141
2023-01-07 05:00:00,Books,23.858234799875756,2,24,M,South,0,Credit,Fall,47.71646959975151
2023-01-07 06:00:00,Books,5.153780454967705,2,44,M,South,0,Digital,Fall,10.30756090993541
2023-01-07 07:00:00,Books,14.050516923808699,4,54,F,South,5,Cash,Fall,53.39196431047305
2023-01-07 08:00:00,Clothing,168.51130008426637,5,33,F,Center,0,Digital,Spring,842.5565004213319
2023-01-07 09:00:00,Home,35.37256570971507,4,46,F,Center,15,Cash,Fall,120.26672341303123
2023-01-07 10:00:00,Books,6.587843369952286,5,63,M,East,0,Digital,Spring,32.93921684976143
2023-01-07 11:00:00,Home,21.039615936084893,3,43,M,East,10,Digital,Summer,56.80696302742921
2023-01-07 12:00:00,Clothing,32.13544712142383,5,31,M,Center,0,Debit,Spring,160.67723560711914
2023-01-07 13:00:00,Clothing,11.69506114311679,2,30,M,East,15,Credit,Spring,19.881603943298543
2023-01-07 14:00:00,Home,15.517503569471733,7,34,M,Center,20,Debit,Summer,86.89801998904171
2023-01-07 15:00:00,Home,16.659305797833017,3,26,F,West,10,Digital,Spring,44.98012565414915
2023-01-07 16:00:00,Books,74.23570289157188,3,19,F,West,20,Debit,Summer,178.1656869397725
2023-01-07 17:00:00,Sports,36.35649651623503,2,54,F,West,0,Cash,Fall,72.71299303247007
2023-01-07 18:00:00,Electronics,37.15274524728165,2,32,F,North,0,Credit,Spring,74.3054904945633
2023-01-07 19:00:00,Home,5.526242158160557,1,12,M,West,0,Credit,Summer,5.526242158160557
2023-01-07 20:00:00,Books,22.069555901177182,2,19,F,South,0,Cash,Summer,44.139111802354364
2023-01-07 21:00:00,Home,4.982934342352195,3,42,M,West,10,Debit,Winter,13.453922724350926
2023-01-07 22:00:00,Books,20.731786523393406,3,21,M,East,0,Debit,Fall,62.195359570180216
2023-01-07 23:00:00,Books,9.087226097409868,3,50,F,Center,15,Digital,Fall,23.172426548395162
2023-01-08 00:00:00,Home,9.791433123446481,3,16,M,West,10,Digital,Summer,26.4368694333055
2023-01-08 01:00:00,Clothing,9.98403991593048,3,46,F,North,0,Digital,Spring,29.952119747791436
2023-01-08 02:00:00,Home,321.86547041415736,5,34,F,West,0,Debit,Winter,1609.3273520707867
2023-01-08 03:00:00,Clothing,17.498751122856785,2,25,M,Center,0,Cash,Winter,34.99750224571357
2023-01-08 04:00:00,Home,6.985695429182805,1,32,F,West,0,Debit,Winter,6.985695429182805
2023-01-08 05:00:00,Home,59.70658465490212,5,40,M,South,10,Debit,Winter,268.67963094705954
2023-01-08 06:00:00,Home,12.580545225919625,2,21,M,South,0,Debit,Fall,25.16109045183925
2023-01-08 07:00:00,Home,15.829991808743268,4,25,F,West,0,Digital,Fall,63.31996723497307
2023-01-08 08:00:00,Electronics,6.626831333384224,2,37,M,North,10,Cash,Winter,11.928296400091604
2023-01-08 09:00:00,Electronics,5.396539018944667,2,25,F,West,0,Cash,Winter,10.793078037889334
2023-01-08 10:00:00,Sports,1.4022284443638495,4,26,M,East,5,Credit,Spring,5.328468088582628
2023-01-08 11:00:00,Sports,16.28989458246574,2,29,M,East,5,Debit,Spring,30.950799706684908
2023-01-08 12:00:00,Electronics,12.930236911732134,2,33,M,South,10,Debit,Spring,23.274426441117843
2023-01-08 13:00:00,Electronics,127.11840287856434,3,23,M,East,15,Credit,Fall,324.15192734033906
2023-01-08 14:00:00,Sports,22.4420075221269,1,30,F,North,15,Credit,Summer,19.075706393807863
2023-01-08 15:00:00,Clothing,68.54912980478164,3,21,M,North,5,Digital,Spring,195.3650199436277
2023-01-08 16:00:00,Books,107.23503849284212,6,54,F,East,0,Debit,Winter,643.4102309570527
2023-01-08 17:00:00,Clothing,42.31899610956629,5,32,F,East,10,Cash,Winter,190.4354824930483
2023-01-08 18:00:00,Sports,32.32623876398973,4,28,M,Center,10,Debit,Spring,116.37445955036303
2023-01-08 19:00:00,Clothing,24.337615957639976,4,44,F,South,0,Debit,Winter,97.3504638305599
2023-01-08 20:00:00,Home,22.178494030513065,2,29,F,North,0,Cash,Spring,44.35698806102613
2023-01-08 21:00:00,Sports,19.431244220742098,4,50,M,North,15,Credit,Fall,66.06623035052313
2023-01-08 22:00:00,Books,3.9242835839214907,4,23,M,South,0,Digital,Winter,15.697134335685963
2023-01-08 23:00:00,Books,46.996019277805196,1,9,M,North,0,Digital,Summer,46.996019277805196
2023-01-09 00:00:00,Sports,21.21660359793432,3,24,F,Center,10,Credit,Fall,57.28482971442266
2023-01-09 01:00:00,Home,6.472300942576741,4,57,M,East,0,Credit,Spring,25.889203770306963
2023-01-09 02:00:00,Electronics,41.454752872254126,1,44,M,North,10,Debit,Fall,37.30927758502872
2023-01-09 03:00:00,Home,57.73634189860802,1,44,F,South,15,Credit,Winter,49.07589061381682
2023-01-09 04:00:00,Home,3.938860217776296,4,28,F,North,0,Debit,Summer,15.755440871105185
2023-01-09 05:00:00,Books,6.950778119153276,3,35,M,West,10,Credit,Summer,18.767100921713844
2023-01-09 06:00:00,Clothing,41.935682762640006,3,42,F,Center,20,Cash,Summer,100.64563863033602
2023-01-09 07:00:00,Clothing,43.42036672277274,4,15,M,East,15,Credit,Winter,147.62924685742732
2023-01-09 08:00:00,Clothing,2.0539670110628214,3,28,F,West,0,Credit,Fall,6.161901033188464
2023-01-09 09:00:00,Books,20.091835389965304,2,41,F,East,5,Cash,Spring,38.17448724093408
2023-01-09 10:00:00,Books,10.364125290498809,4,42,M,East,10,Debit,Spring,37.310851045795715
2023-01-09 11:00:00,Books,48.06532421008073,3,50,F,South,0,Debit,Summer,144.19597263024218
2023-01-09 12:00:00,Electronics,140.0189367831509,4,26,M,East,10,Credit,Winter,504.0681724193433
2023-01-09 13:00:00,Electronics,23.318935558465814,5,34,F,North,0,Debit,Spring,116.59467779232907
2023-01-09 14:00:00,Clothing,6.684587730233216,2,76,M,South,0,Digital,Summer,13.369175460466431
2023-01-09 15:00:00,Home,61.95313573717176,1,32,M,South,10,Credit,Winter,55.75782216345459
2023-01-09 16:00:00,Home,1.765597232307759,3,50,F,North,5,Cash,Summer,5.031952112077113
2023-01-09 17:00:00,Home,36.205392545732984,5,40,F,West,0,Cash,Fall,181.02696272866493
2023-01-09 18:00:00,Clothing,185.8092250881887,4,21,F,South,10,Digital,Summer,668.9132103174793
2023-01-09 19:00:00,Home,4.579730960701423,2,48,F,South,0,Credit,Spring,9.159461921402846
2023-01-09 20:00:00,Clothing,220.11778492185383,2,15,M,West,0,Digital,Summer,440.23556984370765
2023-01-09 21:00:00,Books,28.39291405402561,3,21,F,South,0,Digital,Winter,85.17874216207683
2023-01-09 22:00:00,Sports,40.67643080053492,5,54,F,South,15,Digital,Fall,172.8748309022734
2023-01-09 23:00:00,Clothing,3.000682300926882,2,45,F,Center,15,Cash,Summer,5.101159911575699
2023-01-10 00:00:00,Electronics,14.043996202030176,1,32,M,North,0,Debit,Summer,14.043996202030176
2023-01-10 01:00:00,Clothing,51.32224070864077,5,45,M,West,10,Digital,Summer,230.95008318888344
2023-01-10 02:00:00,Sports,18.315534102987943,2,47,F,North,0,Digital,Spring,36.631068205975886
2023-01-10 03:00:00,Books,3.2757798033711802,4,24,F,North,10,Cash,Winter,11.79280729213625
2023-01-10 04:00:00,Electronics,38.284459198926314,1,7,F,West,15,Cash,Summer,32.54179031908737
2023-01-10 05:00:00,Clothing,15.081106085525695,6,43,M,South,0,Digital,Spring,90.48663651315417
2023-01-10 06:00:00,Books,86.63971510355235,1,35,F,North,0,Digital,Spring,86.63971510355235
2023-01-10 07:00:00,Sports,38.32833770559176,5,28,F,Center,20,Digital,Summer,153.31335082236703
2023-01-10 08:00:00,Sports,4.392162586066219,4,22,M,North,10,Debit,Fall,15.811785309838386
2023-01-10 09:00:00,Sports,3.3965700267386945,4,29,F,East,10,Credit,Summer,12.2276520962593
2023-01-10 10:00:00,Home,19.479486759624354,3,35,F,Center,0,Credit,Winter,58.438460278873066
2023-01-10 11:00:00,Home,354.0474341515145,2,33,M,East,0,Digital,Fall,708.094868303029
2023-01-10 12:00:00,Clothing,66.25903403398712,3,14,M,Center,0,Credit,Summer,198.77710210196136
2023-01-10 13:00:00,Sports,59.53661444999726,2,41,F,West,5,Credit,Summer,113.1195674549948
2023-01-10 14:00:00,Electronics,15.024955157280434,4,35,M,East,0,Digital,Summer,60.09982062912174
2023-01-10 15:00:00,Sports,2.5798732520593055,3,22,M,West,20,Cash,Summer,6.191695804942333
2023-01-10 16:00:00,Electronics,14.665244965503955,4,23,F,East,10,Credit,Fall,52.79488187581424
2023-01-10 17:00:00,Electronics,7.210112328236517,2,46,F,North,0,Digital,Winter,14.420224656473033
2023-01-10 18:00:00,Electronics,223.03540228756418,3,36,M,West,0,Credit,Winter,669.1062068626925
2023-01-10 19:00:00,Clothing,27.3702549934236,3,23,M,West,0,Credit,Fall,82.1107649802708
2023-01-10 20:00:00,Electronics,29.986526904327633,3,25,M,East,20,Cash,Spring,71.96766457038632
2023-01-10 21:00:00,Sports,15.476082225580553,3,22,M,Center,20,Cash,Fall,37.142597341393326
2023-01-10 22:00:00,Home,28.51157197534857,3,39,M,South,10,Debit,Fall,76.98124433344114
2023-01-10 23:00:00,Books,27.150378521477098,1,32,F,East,5,Digital,Winter,25.792859595403243
2023-01-11 00:00:00,Sports,75.93093790358883,4,44,M,South,5,Digital,Fall,288.5375640336375
2023-01-11 01:00:00,Electronics,16.757539091177353,3,32,M,Center,10,Digital,Winter,45.24535554617886
2023-01-11 02:00:00,Clothing,10.36546039973389,2,11,F,South,20,Debit,Winter,16.584736639574224
2023-01-11 03:00:00,Books,26.426833083105738,3,46,F,South,5,Debit,Summer,75.31647428685135
2023-01-11 04:00:00,Books,110.32857656652449,2,38,M,West,0,Credit,Fall,220.65715313304898
2023-01-11 05:00:00,Books,26.787020517892973,3,40,F,East,10,Credit,Summer,72.32495539831103
2023-01-11 06:00:00,Books,33.060848939092665,3,35,M,Center,0,Digital,Spring,99.182546817278
2023-01-11 07:00:00,Home,8.578325716997833,6,46,M,North,15,Credit,Summer,43.74946115668895
2023-01-11 08:00:00,Books,41.76043410472531,5,30,F,Center,20,Cash,Fall,167.04173641890125
2023-01-11 09:00:00,Clothing,26.44406371282918,1,31,M,Center,20,Digital,Spring,21.155250970263346
2023-01-11 10:00:00,Electronics,7.541498815202615,3,49,M,North,0,Debit,Fall,22.624496445607843
2023-01-11 11:00:00,Sports,4.9005182324540115,6,15,F,South,0,Cash,Fall,29.40310939472407
2023-01-11 12:00:00,Clothing,50.47016176890465,4,41,M,North,0,Debit,Winter,201.8806470756186
2023-01-11 13:00:00,Clothing,26.524261766795195,2,45,F,East,15,Cash,Fall,45.09124500355183
2023-01-11 14:00:00,Books,12.65544154530493,1,45,M,Center,5,Cash,Winter,12.022669468039682
2023-01-11 15:00:00,Electronics,15.421054188525536,1,35,F,West,0,Digital,Fall,15.421054188525536
2023-01-11 16:00:00,Home,61.33565908742675,4,51,M,North,10,Debit,Fall,220.8083727147363
2023-01-11 17:00:00,Clothing,4.910032090098776,2,34,M,West,10,Debit,Winter,8.838057762177797
2023-01-11 18:00:00,Home,11.35915047957047,2,32,M,North,15,Debit,Winter,19.310555815269797
2023-01-11 19:00:00,Home,38.26133536591208,5,37,M,South,10,Credit,Winter,172.17600914660437
2023-01-11 20:00:00,Home,106.21251205391987,2,28,M,East,5,Cash,Winter,201.80377290244775
2023-01-11 21:00:00,Clothing,22.12628568545267,5,23,M,North,5,Credit,Winter,105.09985700590019
2023-01-11 22:00:00,Clothing,23.401392475273596,1,40,M,South,10,Credit,Summer,21.06125322774624
2023-01-11 23:00:00,Clothing,16.42179667461436,3,32,M,South,0,Cash,Spring,49.26539002384308
2023-01-12 00:00:00,Home,15.942019510935415,1,46,F,West,10,Credit,Fall,14.347817559841873
2023-01-12 01:00:00,Clothing,11.525317416843075,1,33,F,North,0,Debit,Winter,11.525317416843075
2023-01-12 02:00:00,Clothing,6.3978008050091635,4,50,F,West,5,Cash,Winter,24.31164305903482
2023-01-12 03:00:00,Books,28.494689190995366,1,21,M,South,5,Digital,Spring,27.0699547314456
2023-01-12 04:00:00,Clothing,18.83493734281974,4,23,M,Center,20,Cash,Spring,60.27179949702317
2023-01-12 05:00:00,Electronics,7.1933971149266505,2,43,F,Center,10,Cash,Fall,12.948114806867972
